Datetime,Open,High,Low,Close,Adj Close,Volume
2023-03-13 09:30:00-04:00,381.80999755859375,382.70001220703125,381.25,381.7099914550781,381.7099914550781,16197331
2023-03-13 09:35:00-04:00,381.70001220703125,381.8299865722656,380.6499938964844,381.57000732421875,381.57000732421875,4615224
2023-03-13 09:40:00-04:00,381.5899963378906,382.010009765625,380.67999267578125,381.3399963378906,381.3399963378906,3318553
2023-03-13 09:45:00-04:00,381.3599853515625,384.1499938964844,381.0899963378906,384.1307067871094,384.1307067871094,4327304
2023-03-13 09:50:00-04:00,384.1307067871094,385.3699951171875,383.80999755859375,384.80999755859375,384.80999755859375,3376827
2023-03-13 09:55:00-04:00,384.82000732421875,386.2799987792969,384.3500061035156,385.55999755859375,385.55999755859375,3023765
2023-03-13 10:00:00-04:00,385.54998779296875,386.1499938964844,384.760009765625,385.6400146484375,385.6400146484375,2444889
2023-03-13 10:05:00-04:00,385.29998779296875,386.8299865722656,384.42999267578125,386.3800048828125,386.3800048828125,2970836
2023-03-13 10:10:00-04:00,386.3800048828125,386.7500915527344,384.7900085449219,385.29998779296875,385.29998779296875,2421062
2023-03-13 10:15:00-04:00,385.29998779296875,385.29998779296875,384.1400146484375,384.3599853515625,384.3599853515625,2346056
2023-03-13 10:20:00-04:00,384.3599853515625,385.54998779296875,383.9599914550781,384.3999938964844,384.3999938964844,1802936
2023-03-13 10:25:00-04:00,384.4100036621094,384.94000244140625,383.6499938964844,383.94000244140625,383.94000244140625,1933279
2023-03-13 10:30:00-04:00,383.9800109863281,386.1099853515625,383.8900146484375,385.9818115234375,385.9818115234375,1974308
2023-03-13 10:35:00-04:00,385.9834899902344,386.260009765625,384.80999755859375,385.6300048828125,385.6300048828125,2398385
2023-03-13 10:40:00-04:00,385.6600036621094,386.1400146484375,384.6499938964844,385.8299865722656,385.8299865722656,2179105
2023-03-13 10:45:00-04:00,386.2699890136719,386.6000061035156,385.4599914550781,386.1700134277344,386.1700134277344,2573305
2023-03-13 10:50:00-04:00,386.1700134277344,386.41009521484375,384.3800048828125,385.3500061035156,385.3500061035156,1822015
2023-03-13 10:55:00-04:00,385.44000244140625,387.8500061035156,385.3399963378906,387.70001220703125,387.70001220703125,2371281
2023-03-13 11:00:00-04:00,387.7200012207031,388.8299865722656,387.19000244140625,387.82000732421875,387.82000732421875,2072890
2023-03-13 11:05:00-04:00,387.8299865722656,388.2799987792969,387.1199951171875,387.6600036621094,387.6600036621094,1694927
2023-03-13 11:10:00-04:00,387.6600036621094,389.32000732421875,387.5299987792969,388.0899963378906,388.0899963378906,1791895
2023-03-13 11:15:00-04:00,388.1099853515625,389.2699890136719,388.07000732421875,388.7699890136719,388.7699890136719,1502243
2023-03-13 11:20:00-04:00,388.7900085449219,389.4200134277344,387.8399963378906,388.4800109863281,388.4800109863281,2178260
2023-03-13 11:25:00-04:00,388.5199890136719,389.8599853515625,388.1700134277344,389.6499938964844,389.6499938964844,1880302
2023-03-13 11:30:00-04:00,389.6499938964844,389.8399963378906,388.4800109863281,388.5400085449219,388.5400085449219,1719099
2023-03-13 11:35:00-04:00,388.505615234375,388.6199951171875,387.57000732421875,387.6499938964844,387.6499938964844,1637264
2023-03-13 11:40:00-04:00,387.6499938964844,388.9599914550781,387.6400146484375,388.5150146484375,388.5150146484375,1212936
2023-03-13 11:45:00-04:00,388.5299987792969,389.6400146484375,387.94000244140625,389.3399963378906,389.3399963378906,1551450
2023-03-13 11:50:00-04:00,389.3301086425781,389.42999267578125,387.6000061035156,387.6000061035156,387.6000061035156,1957074
2023-03-13 11:55:00-04:00,387.6099853515625,389.04998779296875,387.30999755859375,388.8599853515625,388.8599853515625,1515504
2023-03-13 12:00:00-04:00,388.8500061035156,390.3900146484375,387.95001220703125,388.4100036621094,388.4100036621094,1823943
2023-03-13 12:05:00-04:00,388.44000244140625,389.6099853515625,388.30999755859375,389.5299987792969,389.5299987792969,1178094
2023-03-13 12:10:00-04:00,389.4750061035156,389.5400085449219,387.95001220703125,388.4200134277344,388.4200134277344,1292096
2023-03-13 12:15:00-04:00,388.4100036621094,389.3800048828125,388.1000061035156,388.2699890136719,388.2699890136719,1214572
2023-03-13 12:20:00-04:00,388.260009765625,388.54998779296875,387.20001220703125,387.3299865722656,387.3299865722656,992214
2023-03-13 12:25:00-04:00,387.3299865722656,388.010009765625,387.1400146484375,387.8900146484375,387.8900146484375,1196614
2023-03-13 12:30:00-04:00,387.8900146484375,388.05999755859375,386.75,386.7799987792969,386.7799987792969,1176260
2023-03-13 12:35:00-04:00,386.7799987792969,388.1099853515625,386.739990234375,387.7200012207031,387.7200012207031,986798
2023-03-13 12:40:00-04:00,387.7300109863281,388.7699890136719,387.6300048828125,387.989990234375,387.989990234375,1399109
2023-03-13 12:45:00-04:00,387.95001220703125,388.29998779296875,386.2099914550781,386.57000732421875,386.57000732421875,1053982
2023-03-13 12:50:00-04:00,386.55999755859375,387.2099914550781,386.1000061035156,386.8299865722656,386.8299865722656,1057832
2023-03-13 12:55:00-04:00,386.8299865722656,387.1300048828125,386.1199951171875,386.6199951171875,386.6199951171875,926847
2023-03-13 13:00:00-04:00,386.6099853515625,386.739990234375,385.3599853515625,385.8399963378906,385.8399963378906,1842941
